Skills,Education,Experience,ID,Category
"ASP.NET, VB.Net, Active Directory, ADO.Net, Dreamweaver, Web Development, AGILE, AJAX, HTML, IDE, Java, JavaScript, JQuery,","Master of Science , Computer Engineering Present University of Missouri ï¼​ State GPA: GPA: 3.7 Computer Engineering GPA: 3.7",in data retrieval and manipulation using ADO.Net data,16186411,INFORMATION-TECHNOLOGY
"budget, cabling, cisco, hardware, Client, documentation, Electrician, feasibility studies, funds, Information Technology, inspector, LAN, materials,",and Training JUN 1996,07/2004 to Current,21780877,INFORMATION-TECHNOLOGY
Microsoft Products,"Master of Science : Chemical Engineering , 11/2005","Information Technology Specialist , 08/2015 to 05/2020",28035460,INFORMATION-TECHNOLOGY
"branding, budgets, budget, Business Analysis, BI, Business Intelligence, business management, Business Objects, CRM, data analysis, data",BA : Management 2012 Western Governor's University Management,INFORMATION TECHNOLOGY MANAGER,27536013,INFORMATION-TECHNOLOGY
with capacity to accurately,Onsite training by Brocade Brocade Certified Network Engineer (BCNE) Brocade Certified Layer 4-7 Engineer (BCLE) Brocade Certified,Information Technology Specialist,17641670,INFORMATION-TECHNOLOGY
". Dependable, responsible contributor committed to excellence",and Training,"in customer relations, excellent verbal and written communication skills. Dependable, responsible contributor committed to excellence",25905275,INFORMATION-TECHNOLOGY
including formal presentations and technical documentation.,"Master of Science : Computer Science 2017 Lamar University City , State , United States of America GPA: 4.0/4.0","serving as a key contributor across all software development life cycleÂ phases includingÂ analysis,",83816738,INFORMATION-TECHNOLOGY
", capable of building, leading and motivating individuals to maximize productivity while","al Group.
â€‹",02/2015 to 11/2016,32959732,INFORMATION-TECHNOLOGY
"3Com, A+, Active Directory, Backup, Bay networks, business systems, Cisco, Citrix, hardware, network systems, Clients, direction, Disaster","Bachelor of Science , Industrial Technology East Carolina University ï¼​ City , State , USA",Transforms,18176523,INFORMATION-TECHNOLOGY
": Business Applications: SAP Web Intelligence, Informatica Data Explorer, MS Visio, MS Project, Rational Rose,","al & public relations program deployments Provide input to Project Management regarding schedule, level of effort , project scope Manage client",Company Name Business Systems Analyst I 09/2014 to Current,30223363,INFORMATION-TECHNOLOGY
"Language: Chinese, English and Japanese",al resources.,July 2014 to September 2014,20024870,INFORMATION-TECHNOLOGY
", proven ability to work effectively and cross functionally with all levels","Bachelor's , Computer Information Systems DeVry University ï¼​ City , State , US 9/2000 - 6/2004 DeVry University, Alpharetta, Georgia","as Client/Server developer using Transact SQL, PL\SQL, Classic",28126340,INFORMATION-TECHNOLOGY
Web application design,"Master of Science : Management Information Systems , May 2003 University of Illinois - City , State Management Information Systems",Information Technology Manager,36434348,INFORMATION-TECHNOLOGY
"Applications: MS Office Suite 2000-2016, O365, GroupWise, HEAT Call Logging, Crystal Reports, T3 VoiceMail, NetMotion, Novell","Department located on the Main Campus,",03/2016 to Current,11957080,INFORMATION-TECHNOLOGY
"Skype, WebEx, Adobe Connect, MS Lync",and Training,"Systems Analyst with diverse industry experience in government, maritime, forestry, research and development. Professional expertise",28897981,INFORMATION-TECHNOLOGY
"in theming, as well. Driven to",,"in site building, and frontend and backend development. Skills in theming, as well. Driven to",20674668,INFORMATION-TECHNOLOGY
Structured query language (SQL) expert Strong analytical skills,"in programming, relational database management and computer technology",Years Used,20001721,INFORMATION-TECHNOLOGY
; a highly organized individual and team player who possesses strong,and Training,"supporting Oracle databases, Sql Server databases and AWS",29051656,INFORMATION-TECHNOLOGY
Project management Results-oriented,"Family Financial Planning (Graduate Certificate) : Iowa State University - City , State",in Program and Project Management. Detail-,16899268,INFORMATION-TECHNOLOGY
. Seeking a career in the business field.,"Bachelor of Science : Management Utica College ï¼​ City , State , US Utica College Utica, NY Bachelor of Science May 2014 Major:",03/2014 to Current,39718499,INFORMATION-TECHNOLOGY
"ADR, advertising, Arcserve, Asset Management, agency, Backup Exec, Backup, banking, Budget Management, budgeting, business operations,",al programs and supported,in analyzing systems/processes and implementing,15297298,INFORMATION-TECHNOLOGY
"ASP.Net 4.5, ASP.Net, VB.NET, Active Directory, Backup, Budget, Contract negotiation, CRM, Data Analysis, Data Processing, Databases,",Information Systems 2014 Park University GPA: 3.5,8 years of supervisory experience. Passionate about collaborating with,41344156,INFORMATION-TECHNOLOGY
in Information Systems and Networking.,"Comp A+ Course, Windows 7 course, CompTIA Network+ course, CompTIA Security+ course, Windows Server 2012 class. CCNA Class.",Information Technology Specialist,13477922,INFORMATION-TECHNOLOGY
"Arabic, Back-up, budgets, hardware, client, Database, database management, designing, disaster recovery, documentation, financial, Help Desk,",AMERICAN MILITARY UNIVERSITY 2014 Master of Arts : National Security Studies Cyber Security National Security Studies Cyber,in the Information Technology field providing Tier II - III technical,25959103,INFORMATION-TECHNOLOGY
"Antivirus, Backup Exec, Backup, budget, Cisco Router, Cisco, Citrix, hardware, contracts, client, clients, customer satisfaction, database","Bachelor of Science : CyberSecurity , May 2015 University of Maryland University College ï¼​ City , State",IT Manager,81761658,INFORMATION-TECHNOLOGY
"Platforms and protocols: Microsoft Windows, Microsoft Windows Server, Microsoft Active Directory, Microsoft Group Policy, Microsoft Office","Bachelor of Science : Exercise and Sports Sciences 1999 Colby-Sawyer College , City , State , USA",Project management,27770859,INFORMATION-TECHNOLOGY
Exceptional Listening and perception skills,"Bachelor of Arts , Business Admin and Management January 2016 Pillar College ï¼​ City , State , USA","launching environments focused on telecommunications concepts,",51363762,INFORMATION-TECHNOLOGY
"Microsoft Office Suite with deep Office 365, Dynamics 365, Project, PowerApps, PowerBI, Flow,",companies.,"Master Data Manager , 01/2019 to Current",18067556,INFORMATION-TECHNOLOGY
and knowledge of the latest advances in technology. Network Administrator talented at resolving,"Bachelor of Science : Computer Information Systems , 2002","network professional with outstanding success rate at installing and supporting critical, multi-site networks. Proven ability to manage",24913648,INFORMATION-TECHNOLOGY
75 WPM typing speed,"Associate of Arts : General Studies 1 2000 Southwest Virginia Community College - City , State General Studies","supplying thorough, organized administrative support",25857360,INFORMATION-TECHNOLOGY
in an ingenious manner.,and Training,"in Method development, Method Validation, Method verification and Method transfer of new analytical methods",17987433,INFORMATION-TECHNOLOGY
"in organizing, problem solving and project management. Ready to apply experience and",and Training,Highly articulate Capable experienced installing and updating hardware and software systems for users. Known for effectively optimizing systems,46260230,INFORMATION-TECHNOLOGY
"Academic, Active Directory, ADP, apple, Architect, Agency, B2B, Behavioral Health, billing, Book, BroadVision, CAD, Case Management,",MBA Pepperdine University,"including health care, private sector, local",14789139,INFORMATION-TECHNOLOGY
"A+, Active Directory, Adobe, Apache, Backup Exec, budget, business process, C, CCNA, Cisco IOS, Cisco, Citrix, Hardware, CRM, Client,",", medical and manufacturing environments. Recently, I have been working a great deal with Hyper-",with a focus on team building and project management. Ten years of experience as a network engineer and,31243710,INFORMATION-TECHNOLOGY
"4D, Active Directory, Adobe Products, Apple, Automation, backup, Broadcast, budget planning, Computer Technician, Hardware installation","BS : Computer System Engineer , January 29 2000 Fundacion Universidad Autonoma de Colombia ï¼​ City , Colombia Computer System",Information Technology Manager,13836471,INFORMATION-TECHNOLOGY
"administrative duties, Adobe Acrobat, Schedule appointments, asset management, agency, attorney, balance, Basic, billing, billing system, Cashier,",and Training.) Answered phones.,"Information Technology Consultant , 12/2009 to 02/2016 Company Name ï¼​ City , State",37764298,INFORMATION-TECHNOLOGY
"Business Continuity, Technology Infrastructure, File, Lan, Architecture, Business Process Improvement, Cdm, Cisco, Contracts, Ecommerce,","Bachelor of Arts : Geography State University of New York at Stony Brook ï¼​ City , State , US , CERTIFICATIONS & AFFILIATIONS","Senior Vice-President and Chief Information Officer , 01/2009 to Current Company Name ï¼​ City , State",15802627,INFORMATION-TECHNOLOGY
